ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Subfamily,Genus,ISO_codes,Samples_100,Samples_200
adt,Adyghe (Temirgoy),,45.21666667,39.7,adyg1241,ady,Northwest Caucasian,,Northwest Caucasian,ady,FALSE,FALSE
ady,Adyghe (Abzakh),,45.23333333,40.58333333,adyg1241,ady,Northwest Caucasian,,Northwest Caucasian,ady,FALSE,FALSE
adz,Adzera,,-6.25,146.25,adze1240,adz,Austronesian,Eastern Malayo-Polynesian,Oceanic,adz,FALSE,FALSE
aea,Aleut (Eastern),,54.75,-164,aleu1260,ale,Eskimo-Aleut,,Aleut,ale,FALSE,FALSE
aeg,Arabic (Egyptian),,30,31,egyp1253,arz,Afro-Asiatic,,Semitic,arz,TRUE,TRUE
ael,Arabic (Eastern Libyan),,32,22,liby1240,ayl,Afro-Asiatic,,Semitic,ayl,FALSE,FALSE
afr,Afrikaans,,-31,22,afri1274,afr,Indo-European,,Germanic,afr,FALSE,FALSE
aga,Agarabi,,-6.166666667,146,agar1252,agd,Trans-New Guinea,,Eastern Highlands,agd,FALSE,FALSE
agb,Leggbó,,6,8,legb1242,agb,Niger-Congo,Benue-Congo,Cross River,agb,FALSE,FALSE
agc,Agta (Central),,17.96666667,121.8333333,cent2084,agt,Austronesian,,Greater Central Philippine,agt,FALSE,FALSE
agd,Agta (Dupaningan),,18,122.0833333,dupa1235,duo,Austronesian,,Greater Central Philippine,duo,FALSE,FALSE
agh,Aghem,,6.666666667,10,aghe1239,agq,Niger-Congo,Benue-Congo,Bantoid,agq,FALSE,FALSE
agl,Aghul,,41.75,47.66666667,aghu1253,agx,Nakh-Daghestanian,Daghestanian,Lezgic,agx,FALSE,FALSE
agm,Angami,,25.66666667,94.5,anga1287,,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,njm nri,FALSE,FALSE
ago,Angolar,,0.25,6.5,ango1258,aoa,other,,Creoles and Pidgins,aoa,FALSE,FALSE
agr,Aguaruna,,-5,-78,agua1253,agr,Jivaroan,,Jivaroan,agr,FALSE,FALSE
agt,Anguthimri,,-12.33333333,141.8333333,leni1238,lnj,Pama-Nyungan,,Northern Pama-Nyungan,lnj,FALSE,FALSE
agu,Aguacatec,,15.41666667,-91.33333333,agua1252,agu,Mayan,,Mayan,agu,FALSE,FALSE
agw,Alagwa,,-5.5,35.75,alag1248,wbj,Afro-Asiatic,Cushitic,Southern Cushitic,wbj,FALSE,FALSE
aho,Arapaho,,40,-103,arap1274,arp,Algic,,Algonquian,arp,FALSE,FALSE
ahs,Arabic (Bani-Hassan),,20,-10,hass1238,mey,Afro-Asiatic,,Semitic,mey,FALSE,FALSE
aht,Ahtna,,62,-145,ahte1237,aht,Na-Dene,,Athapaskan,aht,FALSE,FALSE
ahu,Aghu,,-6.166666667,140.1666667,aghu1255,ahh,Trans-New Guinea,,Awju-Dumut,ahh,FALSE,FALSE
aik,Aikaná,,-12.66666667,-60.66666667,aika1237,tba,,,,tba,FALSE,FALSE
ain,Ainu,,43,143,ainu1240,ain,,,,ain,FALSE,TRUE
aiz,Aizi,,5.25,-4.5,apro1235,ahp,Niger-Congo,,Kru,ahp,FALSE,FALSE
aja,Aja,,7.333333333,25.66666667,ajas1235,aja,Central Sudanic,,Kresh,aja,FALSE,FALSE
ajg,Ajagbe,,7,1.75,ajab1235,ajg,Niger-Congo,,Kwa,ajg,FALSE,FALSE
aji,Ajië,,-21.33333333,165.5,ajie1238,aji,Austronesian,Eastern Malayo-Polynesian,Oceanic,aji,FALSE,FALSE
aka,Aka,,2.666666667,16.25,yaka1272,axk,Niger-Congo,Benue-Congo,Bantoid,axk,FALSE,FALSE
akb,Aka-Biada,,11.66666667,92.5,akab1249,abj,Great Andamanese,,Great Andamanese,abj,FALSE,FALSE
akc,Aka-Cari,,13.5,93,akac1240,aci,Great Andamanese,,Great Andamanese,aci,FALSE,FALSE
akh,Akha,,21.83333333,99.83333333,akha1245,ahk,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,ahk,FALSE,FALSE
akk,Aka-Kede,,12.75,92.75,akak1252,akx,Great Andamanese,,Great Andamanese,akx,FALSE,FALSE
akl,Aklanon,,11.58333333,122.3333333,akla1241,akl,Austronesian,,Greater Central Philippine,akl,FALSE,FALSE
akm,Arakanese (Marma),,21.5,92.5,marm1234,rmz,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,rmz,FALSE,FALSE
akn,Akan,,6.5,-1.25,akan1250,aka,Niger-Congo,,Kwa,aka,FALSE,FALSE
ako,Arabic (Kormakiti),,35.25,33.5,cypr1248,acy,Afro-Asiatic,,Semitic,acy,FALSE,FALSE
akr,Arikara,,45.5,-100.5,arik1262,ari,Caddoan,,Caddoan,ari,FALSE,FALSE
akw,Akawaio,,6,-59.5,akaw1239,ake,Cariban,,Cariban,ake,FALSE,FALSE
ala,Alamblak,,-4.666666667,143.3333333,alam1246,amp,Sepik,,Sepik Hill,amp,TRUE,TRUE
alb,Albanian,,41,20,,,Indo-European,,Albanian,aln als,FALSE,FALSE
alc,Allentiac,,-31,-68,alle1238,,Huarpe,,Huarpe,,FALSE,FALSE
ald,Alladian,,5.166666667,-4.333333333,alla1248,ald,Niger-Congo,,Kwa,ald,FALSE,FALSE
ale,Aleut,,54,-166,aleu1260,ale,Eskimo-Aleut,,Aleut,ale,FALSE,FALSE
alg,Algonquin,,46,-77,algo1255,alq,Algic,,Algonquian,alq,FALSE,FALSE
alk,Arop-Lokep,,-5.383333333,147.05,arop1243,apr,Austronesian,Eastern Malayo-Polynesian,Oceanic,apr,FALSE,FALSE
all,Ala'ala,,-8.916666667,146.75,lala1268,nrz,Austronesian,Eastern Malayo-Polynesian,Oceanic,nrz,FALSE,FALSE
aln,Alune,,-3,128.3333333,alun1238,alp,Austronesian,,Central Malayo-Polynesian,alp,FALSE,FALSE
als,Alsea,,44.66666667,-123.9166667,alse1251,aes,Oregon Coast,,Alsea,aes,FALSE,FALSE
alt,Alsatian,,48.5,7.5,swis1247,gsw,Indo-European,,Germanic,gsw,FALSE,FALSE
alu,Alutor,,61,165,alut1245,alr,Chukotko-Kamchatkan,,Northern Chukotko-Kamchatkan,alr,FALSE,FALSE
alw,Alawa,,-15.16666667,134.25,alaw1244,alh,Mangarrayi-Maran,,Alawa,alh,FALSE,FALSE
alx,Alas,,3.666666667,97.83333333,bata1292,btz,Austronesian,,Northwest Sumatra-Barrier Islands,btz,FALSE,FALSE
aly,Alyawarra,,-22.5,135,alya1239,aly,Pama-Nyungan,,Central Pama-Nyungan,aly,FALSE,FALSE
ama,Amara,,-5.666666667,148.5,amar1272,aie,Austronesian,Eastern Malayo-Polynesian,Oceanic,aie,FALSE,FALSE
amb,Ambulas,,-3.833333333,143,ambu1247,abt,Sepik,,Ndu,abt,FALSE,FALSE
amc,Amahuaca,,-10.5,-72.5,amah1246,amc,Panoan,,Panoan,amc,FALSE,FALSE
amd,Amdo,,35,100,amdo1237,adx,Sino-Tibetan,Tibeto-Burman,Bodic,adx,FALSE,FALSE
ame,Amele,,-5.25,145.5833333,amel1241,aey,Trans-New Guinea,,Madang,aey,TRUE,TRUE
amh,Amharic,,10,38,amha1245,amh,Afro-Asiatic,,Semitic,amh,FALSE,FALSE
ami,Amis,,23.33333333,121.3333333,amis1246,ami,Austronesian,,East Formosan,ami,FALSE,FALSE
amk,Amarakaeri,,-12.5,-70.5,amar1274,amr,Harakmbet,,Harakmbet,amr,FALSE,FALSE
aml,Ambae (Lolovoli Northeast),,-15.41666667,167.8833333,east2443,omb,Austronesian,Eastern Malayo-Polynesian,Oceanic,omb,FALSE,FALSE
amm,Ama,,-4.216666667,141.6166667,amap1240,amm,Left May,,Left May,amm,FALSE,FALSE
amn,Amanab,,-3.583333333,141.25,aman1265,amn,Border,,Border,amn,FALSE,FALSE
amo,Amo,,10.33333333,8.666666667,amoo1242,amo,Niger-Congo,Benue-Congo,Kainji,amo,FALSE,FALSE
amp,Arrernte (Mparntwe),,-24,136,east2379,aer,Pama-Nyungan,,Central Pama-Nyungan,aer,FALSE,FALSE
amq,Ambai,,-1.833333333,136.5,amba1265,amk,Austronesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,amk,FALSE,FALSE
amr,Arabic (Moroccan),,34,-6,moro1292,ary,Afro-Asiatic,,Semitic,ary,FALSE,FALSE
ams,Arabic (Modern Standard),,25,42,stan1318,arb,Afro-Asiatic,,Semitic,arb,FALSE,FALSE
amt,Amdo (Themchen),,38,98,amdo1237,adx,Sino-Tibetan,Tibeto-Burman,Bodic,adx,FALSE,FALSE
amu,Amuesha,,-10.5,-75.41666667,yane1238,ame,Arawakan,,Yanesha',ame,FALSE,FALSE
amx,Anamuxra,,-4.666666667,145,anam1248,imi,Trans-New Guinea,,Madang,imi,FALSE,FALSE
amz,Amuzgo,,16.83333333,-98,guer1243,amu,Oto-Manguean,,Amuzgoan,amu,FALSE,FALSE
ana,Araona,,-12.33333333,-67.75,arao1248,aro,Tacanan,,Tacanan,aro,FALSE,TRUE
anc,Angas,,9.5,9.5,ngas1240,anc,Afro-Asiatic,Chadic,West Chadic,anc,FALSE,FALSE
ane,Anêm,,-5.583333333,149.0833333,anem1249,anz,,,,anz,FALSE,FALSE
ang,Anggor,,-3.75,141.1666667,ango1254,agg,Senagi,,Senagi,agg,FALSE,FALSE
ani,//Ani,,-18.91666667,21.91666667,anii1246,hnh,Khoe-Kwadi,,Khoe-Kwadi,hnh,FALSE,FALSE
anj,Anejom,,-20.2,169.8,anei1239,aty,Austronesian,Eastern Malayo-Polynesian,Oceanic,aty,FALSE,FALSE
anl,Arabic (North Levantine Spoken),,33.75,36,nort3139,apc,Afro-Asiatic,,Semitic,apc,FALSE,FALSE
ann,Anindilyakwa,,-14,136.5,anin1240,aoi,Gunwinyguan,Gunwinyguan,Anindilyakwa,aoi,FALSE,FALSE
ano,Anong,,27.33333333,98.75,nung1282,nun,Sino-Tibetan,Tibeto-Burman,Nungish,nun,FALSE,FALSE
ant,Angaataha,,-7.216666667,146.25,anga1290,agm,Trans-New Guinea,,Angan,agm,FALSE,FALSE
anu,Anufo,,10.08333333,0.25,anuf1239,cko,Niger-Congo,,Kwa,cko,FALSE,FALSE
anx,Andi,,42.75,46.25,andi1255,ani,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,ani,FALSE,FALSE
any,Anywa,,8,33.5,anua1242,anu,Eastern Sudanic,,Nilotic,anu,FALSE,FALSE
ao,Ao,,26.58333333,94.66666667,aona1235,njo,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,njo,FALSE,FALSE
aoj,Mufian,,-3.5,143,mufi1238,aoj,Torricelli,,Kombio-Arapesh,aoj,FALSE,FALSE
apa,Arabic (Palestinian),,32,35.25,sout3123,ajp,Afro-Asiatic,,Semitic,ajp,FALSE,FALSE
apc,Apache (Chiricahua),,33.25,-108,mesc1238,apm,Na-Dene,,Athapaskan,apm,FALSE,FALSE
ape,Ampeeli,,-6.75,146.0833333,safe1240,apz,Trans-New Guinea,,Angan,apz,FALSE,FALSE
api,Apinayé,,-5.5,-48,apin1244,apn,Macro-Ge,,Ge-Kaingang,apn,FALSE,FALSE
apj,Apache (Jicarilla),,36.58333333,-104,jica1244,apj,Na-Dene,,Athapaskan,apj,FALSE,FALSE
apk,A-Pucikwar,,12.16666667,92.83333333,apuc1241,apq,Great Andamanese,,Great Andamanese,apq,FALSE,FALSE
apl,Apalaí,,0,-54,apal1257,apy,Cariban,,Cariban,apy,FALSE,FALSE
apt,Apatani,,27.5,93.75,apat1240,apt,Sino-Tibetan,Tibeto-Burman,Tani,apt,FALSE,FALSE
apu,Apurinã,,-9,-67,apur1254,apu,Arawakan,,Purus,apu,TRUE,TRUE
apw,Apache (Western),,33.75,-110,west2615,apw,Na-Dene,,Athapaskan,apw,FALSE,FALSE
ara,Arawak,,5.5,-55.16666667,araw1276,arw,Arawakan,,Caribbean Arawakan,arw,FALSE,FALSE
arb,Arabela,,-2,-75.16666667,arab1268,arl,Zaparoan,,Zaparoan,arl,FALSE,FALSE
arc,Archi,,42,46.83333333,arch1244,aqc,Nakh-Daghestanian,Daghestanian,Lezgic,aqc,FALSE,FALSE
ard,Arandai,,-2.083333333,133,aran1237,jbj,South Bird's Head,,South Bird's Head Proper,jbj,FALSE,FALSE
arg,Arabic (Gulf),,26,49,gulf1241,afb,Afro-Asiatic,,Semitic,afb,FALSE,FALSE
arh,Arabic (Hijazi),,26,38,hija1235,acw,Afro-Asiatic,,Semitic,acw,FALSE,FALSE
ari,Aribwatsa,,-6.716666667,147,arib1241,laz,Austronesian,Eastern Malayo-Polynesian,Oceanic,laz,FALSE,FALSE
arj,Arabic (Kuwaiti),,29.5,47.5,gulf1241,afb,Afro-Asiatic,,Semitic,afb,FALSE,FALSE
ark,Araki,,-15.66666667,166.9166667,arak1252,akr,Austronesian,Eastern Malayo-Polynesian,Oceanic,akr,FALSE,FALSE
arl,Arabic (Lebanese),,34,36,nort3139,apc,Afro-Asiatic,,Semitic,apc,FALSE,FALSE
arm,Armenian (Eastern),,40,45,nucl1235,hye,Indo-European,,Armenian,hye,FALSE,TRUE
arn,Arabic (Borno Nigerian),,8.583333333,12.41666667,chad1249,shu,Afro-Asiatic,,Semitic,shu,FALSE,FALSE
aro,Arosi,,-10.25,161.3333333,aros1241,aia,Austronesian,Eastern Malayo-Polynesian,Oceanic,aia,FALSE,FALSE
arp,Arapesh (Mountain),,-3.466666667,143.1666667,buki1249,ape,Torricelli,,Kombio-Arapesh,ape,TRUE,TRUE
arq,Arabic (Iraqi),,33,44,meso1252,acm,Afro-Asiatic,,Semitic,acm,FALSE,FALSE
arr,Arrernte,,-24,134,,,Pama-Nyungan,,Central Pama-Nyungan,aer are,FALSE,FALSE
ars,Arabic (San'ani),,16,44,sana1295,ayn,Afro-Asiatic,,Semitic,ayn,FALSE,FALSE
arv,Arabic (Negev),,30.5,34.75,sout3123,ajp,Afro-Asiatic,,Semitic,ajp,FALSE,FALSE
arw,Armenian (Western),,38.5,43.5,nucl1235,hye,Indo-European,,Armenian,hye,FALSE,FALSE
arx,'Are'are,,-9.25,161.1666667,area1240,alu,Austronesian,Eastern Malayo-Polynesian,Oceanic,alu,FALSE,FALSE
arz,Armenian (Iranian),,32.66666667,51.66666667,nucl1235,hye,Indo-European,,Armenian,hye,FALSE,FALSE
ash,Adyghe (Shapsugh),,45,38.75,adyg1241,ady,Northwest Caucasian,,Northwest Caucasian,ady,FALSE,FALSE
asl,American Sign Language,,39,-78,amer1248,ase,other,,Sign Languages,ase,FALSE,FALSE
asm,Asmat,,-5.5,138.5,tamn1235,tml,Trans-New Guinea,,Asmat-Kamoro,tml,TRUE,TRUE
aso,Altai (Southern),,51,87,sout2694,alt,Altaic,,Turkic,alt,FALSE,FALSE
ass,Assamese,,26,93,assa1263,asm,Indo-European,,Indic,asm,FALSE,FALSE
ast,Asturian,,43.25,-6,astu1245,ast,Indo-European,,Romance,ast,FALSE,FALSE
asu,Asuriní,,-3.5,-49.5,toca1235,asu,Tupian,,Tupi-Guaraní,asu,FALSE,FALSE
asy,Arabic (Syrian),,34,38,nort3139,apc,Afro-Asiatic,,Semitic,apc,FALSE,FALSE
ata,Atayal,,24.5,121.3333333,atay1247,tay,Austronesian,,Atayalic,tay,FALSE,FALSE
atb,Aralle-Tabulahan,,-2.75,119.25,aral1243,atq,Austronesian,,South Sulawesi,atq,FALSE,FALSE
atc,Atchin,,-16,167.3333333,urip1239,upv,Austronesian,Eastern Malayo-Polynesian,Oceanic,upv,FALSE,FALSE
ath,Athpare,,27,87.33333333,athp1241,aph,Sino-Tibetan,Tibeto-Burman,Mahakiranti,aph,FALSE,FALSE
ati,Atikamekw,,48,-74,atik1240,atj,Algic,,Algonquian,atj,FALSE,FALSE
atk,Atakapa,,30,-93.5,atak1252,aqp,,,,aqp,FALSE,FALSE
atm,Atacameño,,-23,-69,kunz1244,kuz,Kunza,,Kunza,kuz,FALSE,FALSE
atq,Alutiiq,,57,-157,paci1278,ems,Eskimo-Aleut,,Eskimo,ems,FALSE,FALSE
ats,Atsugewi,,40.75,-121,atsu1245,atw,Hokan,,Palaihnihan,atw,FALSE,FALSE
atu,Arabic (Tunisian),,36.75,10.25,tuni1259,aeb,Afro-Asiatic,,Semitic,aeb,FALSE,FALSE
au,Au,,-3.583333333,142.0833333,auuu1241,avt,Torricelli,,Wapei-Palei,avt,FALSE,FALSE
aul,Aulua,,-16.33333333,167.6666667,aulu1238,aul,Austronesian,Eastern Malayo-Polynesian,Oceanic,aul,FALSE,FALSE
aus,Auslan,,-30,145,aust1271,asf,other,,Sign Languages,asf,FALSE,FALSE
auy,Auyana,,-6.5,145.75,awiy1238,auy,Trans-New Guinea,,Eastern Highlands,auy,FALSE,FALSE
ava,Avar,,42.5,46.5,avar1256,ava,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,ava,FALSE,FALSE
avk,Avikam,,5.166666667,-5.5,avik1243,avi,Niger-Congo,,Kwa,avi,FALSE,FALSE
avo,Avokaya,,4.666666667,30,avok1242,avu,Central Sudanic,,Moru-Ma'di,avu,FALSE,FALSE
avt,Avatime,,6.833333333,0.416666667,avat1244,avn,Niger-Congo,,Kwa,avn,FALSE,FALSE
awa,Awa,,-6.666666667,145.75,awap1236,awb,Trans-New Guinea,,Eastern Highlands,awb,FALSE,FALSE
awd,Awadhi,,27.5,81.5,awad1243,awa,Indo-European,,Indic,awa,FALSE,FALSE
awe,Arrernte (Western),,-24,132.5,west2441,are,Pama-Nyungan,,Central Pama-Nyungan,are,FALSE,FALSE
awi,Aekyom,,-5.75,141.4166667,aeky1238,awi,Awin-Pare,,Awin-Pare,awi,FALSE,FALSE
awk,Akwa,,10.08333333,6.333333333,pong1250,png,Niger-Congo,Benue-Congo,Kainji,png,FALSE,FALSE
awn,Awngi,,10.83333333,36.66666667,awng1244,awn,Afro-Asiatic,Cushitic,Central Cushitic,awn,FALSE,FALSE
awp,Awa Pit,,1.5,-78.25,awac1239,kwi,Barbacoan,,Barbacoan,kwi,FALSE,TRUE
awt,Awtuw,,-3.583333333,142,awtu1239,kmn,Sepik,,Ram,kmn,FALSE,FALSE
awy,Awyi,,-2.916666667,140.5833333,awyi1241,auw,Border,,Border,auw,FALSE,FALSE
axv,Akhvakh,,42.33333333,46.33333333,akhv1239,akv,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,akv,FALSE,FALSE
ayi,Anyi,,7,-3.5,anyi1245,any,Niger-Congo,,Kwa,any,FALSE,FALSE
aym,Aymara (Central),,-17,-69,cent2142,ayc,Aymaran,,Aymaran,ayc,FALSE,TRUE
ayn,Aynu,,39.5,76,ainu1251,aib,Altaic,,Turkic,aib,FALSE,FALSE
ayo,Ayomán,,11,-69,,,Jirajaran,,Jirajaran,,FALSE,FALSE
ayr,Ayoreo,,-20.25,-59.25,ayor1240,ayo,Zamucoan,,Zamucoan,ayo,FALSE,FALSE
ayw,Ayiwo,,-10.33333333,166.25,ayiw1239,nfl,Austronesian,Eastern Malayo-Polynesian,Oceanic,nfl,FALSE,FALSE
aze,Azerbaijani,,40.5,48.5,,,Altaic,,Turkic,azb azj,FALSE,FALSE
azi,Azari (Iranian),,37.5,47,sout2697,azb,Altaic,,Turkic,azb,FALSE,FALSE
baa,Barai,,-9.333333333,148.0833333,bara1377,,Trans-New Guinea,,Koiarian,bbb nvm,FALSE,FALSE
bab,Babungo,,6.116666667,10.41666667,veng1238,bav,Niger-Congo,Benue-Congo,Bantoid,bav,FALSE,FALSE
bac,Bachamal,,-13.16666667,130.1666667,wadj1254,wdj,Anson Bay,Daly,Anson Bay,wdj,FALSE,FALSE
bad,Bade,,12.83333333,10.5,bade1248,bde,Afro-Asiatic,Chadic,West Chadic,bde,FALSE,FALSE
bae,Baré,,1,-67,bare1276,bae,Arawakan,,Inland Northern Arawakan,bae,FALSE,FALSE
baf,Bafut,,6.25,9.916666667,bafu1246,bfd,Niger-Congo,Benue-Congo,Bantoid,bfd,FALSE,FALSE
bag,Bagirmi,,11.66666667,16,bagi1246,bmi,Central Sudanic,,Bongo-Bagirmi,bmi,TRUE,TRUE
bah,Xiriana,,2.666666667,-62.5,xiri1243,xir,Arawakan,,Bahuanic,xir,FALSE,FALSE
bai,Bai,,26,100,cent2004,bca,Sino-Tibetan,Tibeto-Burman,Bai,bca,FALSE,FALSE
baj,Bajau (Sama),,-4.333333333,123,indo1317,bdl,Austronesian,,Sama-Bajaw,bdl,FALSE,FALSE
bak,Baka (in Cameroon),,2.583333333,13.58333333,baka1272,bkc,Niger-Congo,Adamawa-Ubangi,Ubangi,bkc,FALSE,FALSE
bal,Balinese,,-8.333333333,115.25,bali1278,ban,Austronesian,,Malayo-Sumbawan,ban,FALSE,FALSE
bam,Bambara,,12.5,-7.5,bamb1269,bam,Mande,,Western Mande,bam,FALSE,TRUE
ban,Bana,,10.41666667,13.58333333,bana1305,bcw,Afro-Asiatic,Chadic,Biu-Mandara,bcw,FALSE,FALSE
bao,Bao'an,,35.75,102.8333333,bona1250,peh,Altaic,,Mongolic,peh,FALSE,FALSE
baq,Baure,,-13.08333333,-64.16666667,baur1253,brg,Arawakan,,Bolivia-Parana,brg,FALSE,FALSE
bar,Bari,,5,31.66666667,bari1284,bfa,Eastern Sudanic,,Nilotic,bfa,FALSE,FALSE
bas,Basaá,,3.916666667,10.5,basa1284,bas,Niger-Congo,Benue-Congo,Bantoid,bas,FALSE,FALSE
bat,Batak,,10.25,119.0833333,bata1301,bya,Austronesian,,Greater Central Philippine,bya,FALSE,FALSE
bau,Bau,,-5.25,145.6166667,bauu1244,bbd,Trans-New Guinea,,Madang,bbd,FALSE,FALSE
baw,Bawm,,22.5,92.25,bawm1236,bgr,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,bgr,FALSE,TRUE
bbf,Bobo Madaré (Northern),,12.41666667,-4.333333333,,bbo,Mande,,Western Mande,bbo,FALSE,FALSE
bbl,Babole,,1.083333333,17.25,dibo1245,bvx,Niger-Congo,Benue-Congo,Bantoid,bvx,FALSE,FALSE
bbm,Bambam,,-3.083333333,119.0833333,bamb1270,ptu,Austronesian,,South Sulawesi,ptu,FALSE,FALSE
bbu,Barambu,,3.5,27,bara1361,brm,Niger-Congo,Adamawa-Ubangi,Ubangi,brm,FALSE,FALSE
bbw,Bininj Gun-Wok,,-12.5,133.75,gunw1252,gup,Gunwinyguan,Gunwinyguan,Gunwinygic,gup,FALSE,FALSE
bca,Bandjalang (Casino),,-28.91666667,153,band1339,bdy,Pama-Nyungan,,Southeastern Pama-Nyungan,bdy,FALSE,FALSE
bch,Berber (Chaouia),,35,7,tach1249,shy,Afro-Asiatic,,Berber,shy,FALSE,FALSE
bco,Bella Coola,,52.5,-126.6666667,bell1243,blc,Salishan,,Bella Coola,blc,FALSE,FALSE
bdc,Berbice Dutch Creole,,5.333333333,-58,berb1259,brc,other,,Creoles and Pidgins,brc,FALSE,FALSE
bdg,Badaga,,11.66666667,76.75,bada1257,bfq,Dravidian,,Southern Dravidian,bfq,FALSE,FALSE
bdk,Budukh,,41.16666667,48.41666667,budu1248,bdk,Nakh-Daghestanian,Daghestanian,Lezgic,bdk,FALSE,FALSE
bdm,Badimaya,,-27.66666667,118,badi1246,bia,Pama-Nyungan,,Western Pama-Nyungan,bia,FALSE,FALSE
bdu,Budu,,2,28,budu1250,buu,Niger-Congo,Benue-Congo,Bantoid,buu,FALSE,FALSE
bdw,Baham,,-3.166666667,132.6666667,baha1258,bdw,West Bomberai,,West Bomberai,bdw,FALSE,FALSE
beb,Benabena,,-6.166666667,145.5,bena1264,bef,Trans-New Guinea,,Eastern Highlands,bef,FALSE,FALSE
bec,Bengali (Chittagong),,22.33333333,91.83333333,chit1275,ctg,Indo-European,,Indic,ctg,FALSE,FALSE
bee,Beembe,,-3.916666667,14.08333333,beem1239,beq,Niger-Congo,Benue-Congo,Bantoid,beq,FALSE,FALSE
beg,Begak-Ida'an,,5.25,118.8333333,idaa1241,dbj,Austronesian,,North Borneo,dbj,FALSE,FALSE
bej,Beja,,18,36,beja1238,bej,Afro-Asiatic,Cushitic,Beja,bej,FALSE,TRUE
bel,Belhare,,26.96666667,87.3,belh1239,byw,Sino-Tibetan,Tibeto-Burman,Mahakiranti,byw,FALSE,FALSE
bem,Bemba,,-10,28.25,bemb1257,bem,Niger-Congo,Benue-Congo,Bantoid,bem,FALSE,FALSE
ben,Bengali,,24,90,beng1280,ben,Indo-European,,Indic,ben,FALSE,FALSE
beo,Beothuk,,48,-57,beot1247,bue,,,,bue,FALSE,FALSE
ber,Berta,,10.33333333,34.66666667,bert1248,wti,,,,wti,FALSE,FALSE
bet,Bété,,6.25,-6.25,dalo1238,bev,Niger-Congo,,Kru,bev,FALSE,FALSE
bez,Bezhta,,42.08333333,46.16666667,bezh1248,kap,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,kap,FALSE,FALSE
bfd,Biafada,,11.41666667,-15.16666667,biaf1240,bif,Niger-Congo,Atlantic,Biafada,bif,FALSE,FALSE
bfg,Berber (Figuig),,32.5,-1.5,,,Afro-Asiatic,,Berber,,FALSE,FALSE
bfi,Bafia,,5,11.16666667,bafi1243,ksf,Niger-Congo,Benue-Congo,Bantoid,ksf,FALSE,FALSE
bga,Benga,,1.166666667,9.416666667,beng1282,bng,Niger-Congo,Benue-Congo,Bantoid,bng,FALSE,FALSE
bgg,Banggai,,-1.416666667,123.1666667,bang1368,bgz,Austronesian,,Celebic,bgz,FALSE,FALSE
bgi,Bagri,,29.58333333,74.33333333,bagr1243,bgq,Indo-European,,Indic,bgq,FALSE,FALSE
bgl,Buglere,,8.5,-81.25,bugl1243,sab,Chibchan,,Guaymiic,sab,FALSE,FALSE
bgm,Bangime,,14.91666667,-3.833333333,bang1363,dba,,,,dba,FALSE,FALSE
bgn,Bugun,,27.5,92.58333333,bugu1246,,Sino-Tibetan,Tibeto-Burman,Western Arunachal,,FALSE,FALSE
bgo,Bongo,,7.5,28.5,bong1285,bot,Central Sudanic,,Bongo-Bagirmi,bot,FALSE,FALSE
bgr,Bagiro,,4.333333333,20.58333333,furu1242,fuu,Central Sudanic,,Bongo-Bagirmi,fuu,FALSE,FALSE
bgs,Baga Sitemu,,10.5,-14.5,baga1272,bsp,Niger-Congo,Atlantic,Mel,bsp,FALSE,FALSE
bgv,Bagvalal,,42.58333333,46.16666667,bagv1239,kva,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,kva,FALSE,FALSE
bgz,Banggi,,7.25,117.1666667,bong1289,bdg,Austronesian,,North Borneo,bdg,FALSE,FALSE
bhi,Bhili,,22,73,bhil1251,bhb,Indo-European,,Indic,bhb,FALSE,FALSE
bhn,Bahinemo,,-4.583333333,142.8333333,bahi1254,bjh,Sepik,,Sepik Hill,bjh,FALSE,FALSE
bho,Bhojpuri,,26,84,bhoj1244,bho,Indo-European,,Indic,bho,FALSE,FALSE
bhu,Bhumij,,21.33333333,86.5,mund1320,unr,Austro-Asiatic,,Munda,unr,FALSE,FALSE
bia,Bila,,1,28.75,bila1255,bip,Niger-Congo,Benue-Congo,Bantoid,bip,FALSE,FALSE
bid,Bidiya,,11.91666667,18.75,bidi1241,bid,Afro-Asiatic,Chadic,East Chadic,bid,FALSE,FALSE
big,Binga,,8,25,yulu1243,yul,Central Sudanic,,Bongo-Bagirmi,yul,FALSE,FALSE
bii,Biri,,-20.5,146.5,biri1256,bzr,Pama-Nyungan,,Northern Pama-Nyungan,bzr,FALSE,FALSE
bik,Biak,,-1,136,biak1248,bhw,Austronesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,bhw,FALSE,FALSE
