ISO,Language,Family,Area,H,H_unigram,L2prop,MC,NumChap,Population,Rangesize,vehicularity
kyu,Western Kayah,Sino-Tibetan,Southeast-Asia,1.418547153,8.708677292,0,,,100000,8502.554845,0
amf,Hamer-Banna,Afro-Asiatic,Greater-Abyssinia,1.453767896,10.37267494,0.087233521,0.291666657,2,42800,8496.633818,0
mwm,Sar,Nilo-Saharan,,1.509583592,,,,,183000,8486.637932,1
bvz,Bauzi,East-Geelvink-Bay,Interior-New-Guinea,1.130000353,8.553894997,0,0.5625,4,1500,8408.767196,0
kmc,Southern Dong,Tai-Kadai,,,,0,0.143749997,4,1000000,8387.395277,0
ayz,Mai Brat,Maybrat,N-Coast-New-Guinea,,,0,0.291710764,27,20000,8377.786824,0
irh,Irarutu,Austronesian,N-Coast-New-Guinea,,,0,0.5,6,4000,8324.142277,0
ykg,Northern Yukaghir,Yukaghir,N-Coast-Asia,,,0,1,5,100,8321.457678,0
mcp,Makaa,Niger-Congo,African-Savannah,1.62308526,,0,,,80000,8296.936636,0
bip,Bila,Niger-Congo,,,,0,1,3,40000,8291.846393,0
tea,Temiar,Austro-Asiatic,Southeast-Asia,,,,0.833333313,8,25725,8269.25741,1
ilb,Ila,Niger-Congo,S-Africa,,,0,1,6,71200,8209.15921,0
cce,Chopi,Niger-Congo,,1.547382832,8.478089333,0,,,760000,8191.246885,0
myv,Erzya,Uralic,Inner-Asia,1.758502841,10.64913559,0,0.899999976,10,614000,8190.950044,0
mxx,Mahou,Niger-Congo,African-Savannah,,,0,0,10,169000,8185.995387,0
sme,North Saami,Uralic,Inner-Asia,1.709398627,9.822023392,,0.596153855,13,20700,8162.493526,1
nbm,Ngbaka Ma'bo,Niger-Congo,S-Africa,,,0,0.375,2,99000,8107.43937,0
asa,Asu,Niger-Congo,S-Africa,,,0,1,6,500000,8103.95917,0
ute,Ute-Southern Paiute,Uto-Aztecan,Basin-and-Plains,,,0,0.908333361,6.666666508,1980,8101.145214,0
niv,Gilyak,Language-isolate,N-Coast-Asia,,,0,0.69608134,24,690,8086.597086,0
brm,Barambu,Niger-Congo,S-Africa,,,0,0.714285731,7,25600,8078.440311,0
bin,Edo,Niger-Congo,African-Savannah,,,0,0,3,1000000,8004.686373,0
apw,Western Apache,Eyak-Athabaskan,Basin-and-Plains,1.522632122,10.50082493,0,1,5,12700,8001.813515,0
pua,Western Highland Purepecha,Tarascan,,1.491402864,10.09072208,0,,,135000,7978.643633,0
ozm,Koonzime,Niger-Congo,,1.624498963,8.609471321,0,,,30000,7952.820072,0
irn,Irántxe,Language-isolate,NE-South-America,,,0,0.5,6,190,7947.017261,0
gbp,Gbaya-Bossangoa,Niger-Congo,African-Savannah,,,0,0.5,9,200000,7936.278857,0
tsv,Tsogo,Niger-Congo,S-Africa,,,0,0.5,2,12000,7916.2085,0
bmq,Bomu,Niger-Congo,,1.658661962,7.835965157,0,,,158000,7775.378398,0
ame,Yanesha',Maipurean,Andean,1.347881913,10.12653255,0,1,2,9830,7727.585487,0
pnw,Panytyima,Australian,S-Australia,,,0,0.833333313,5,50,7672.132426,0
quf,Lambayeque Quechua,Quechuan,,1.352833867,10.69620228,0,,,20000,7660.216587,0
hay,Haya,Niger-Congo,S-Africa,1.744155288,11.20491505,0,0.899999976,5,1300000,7623.823909,0
ceg,Chamacoco,Zamucoan,,1.365088105,8.234107018,0,,,1800,7614.210559,0
mtp,Wichí Lhamtés Nocten,Matacoan,,1.307328224,8.508073807,0,,,1910,7592.232194,0
xra,Krahô,Jean,NE-South-America,,,0,0.632656932,12.5,2000,7582.781539,0
ctd,Tedim Chin,Sino-Tibetan,Southeast-Asia,1.396234274,8.065058708,0,0.25,8,344000,7563.885793,0
mhs,Buru,Austronesian,Oceania,,,0,0.5,1,33000,7555.75699,0
mwq,Mün Chin,Sino-Tibetan,,1.255743384,7.443239212,0,,,30000,7551.776606,0
tiw,Tiwi,Australian,N-Australia,,,0,0.495194018,27,1830,7519.32557,0
kki,Kagulu,Niger-Congo,S-Africa,1.724145055,10.7351656,0,1,4,241000,7513.782072,0
sza,Semelai,Austro-Asiatic,Southeast-Asia,,,0,0.38277778,15,6418,7513.167656,0
dhr,Dhargari,Australian,S-Australia,,,0,0.5,8,6,7486.329891,0
xbr,Kambera,Austronesian,Oceania,1.504963994,9.15207386,0,0.383333325,9,235000,7481.776852,0
tli,Tlingit,Eyak-Athabaskan,Alaska-Oregon,,,0,0.659722209,18,1430,7367.989378,0
tsj,Tshangla,Sino-Tibetan,Indic,,,0,0.714285731,7,175200,7347.830304,0
gbo,Northern Grebo,Niger-Congo,,1.683551192,8.811017036,0,,,84500,7332.493262,0
ljp,Lampung,Austronesian,Southeast-Asia,1.507272959,8.720855713,0,0.300000012,10,827000,7315.881671,0
cbt,Chayahuita,Cahuapanan,Andean,1.319666982,10.28533554,0,0.5,1,11400,7219.244641,0
dtp,Central Dusun,Austronesian,,1.2350595,7.643701553,0,,,141000,7208.957875,0
dyo,Jola-Fonyi,Niger-Congo,African-Savannah,1.560522079,9.834906578,0,0.588768125,23,407000,7197.601858,0
bcl,Central Bicolano,Austronesian,,1.460368514,8.415899277,,0.333333343,6,2500000,7138.190112,1
kbc,Kadiwéu,Guaykuruan,SE-South-America,1.228955984,9.50518322,0,0.850000024,5,1590,7136.231091,0
pad,Paumarí,Arauan,NE-South-America,1.198719382,9.578763008,0,0.575793624,21,870,7116.035074,0
bru,Eastern Bru,Austro-Asiatic,Southeast-Asia,1.450571537,7.789180279,0,,,124600,7064.955721,0
kyz,Kayabí,Tupian,NE-South-America,1.201890111,8.187522888,0,0.75,4,1000,7063.898309,0
xsq,Makhuwa-Saka,Niger-Congo,,,,0,1,4,212000,7055.032891,0
bhp,Bima,Austronesian,Southeast-Asia,1.39310348,8.764798164,0,,,500000,7033.888943,0
tik,Tikar,Niger-Congo,African-Savannah,1.570111632,8.16318512,0,0.5,2,25000,7014.68732,0
mfc,Mba,Niger-Congo,S-Africa,,,0,0.833333313,6,36100,7001.655974,0
mpc,Mangarayi,Australian,N-Australia,,,0,0.658184528,24,50,6976.610832,0
tcy,Tulu,Dravidian,Indic,,,0,0.600000024,5,1950000,6929.643731,0
bsh,Kati,Indo-European,Inner-Asia,,,0,0,1,19400,6916.887491,0
lez,Lezgi,North-Caucasian,Greater-Mesopotamia,,,0,0.567942202,28,761000,6906.141365,0
bib,Bissa,Niger-Congo,African-Savannah,1.511109352,7.281311512,0,1,1,582000,6842.242348,0
mns,Mansi,Uralic,Inner-Asia,,,0,0.657142878,14,2750,6841.104597,0
shh,Shoshoni,Uto-Aztecan,Basin-and-Plains,,,0,1,5,2910,6817.13778,0
mdw,Mbosi,Niger-Congo,African-Savannah,,,0,0,1,108000,6780.518836,0
mev,Mann,Niger-Congo,African-Savannah,,,0,0.224999994,10,259000,6774.808496,0
nim,Nilamba,Niger-Congo,,1.758026123,11.0622406,0,,,455000,6763.601906,0
tna,Tacana,Tacanan,NE-South-America,1.260921597,8.138474464,0,0.200000003,10,1820,6757.771386,0
gor,Gorontalo,Austronesian,Oceania,1.399271131,9.430893898,0,,,900000,6736.15745,0
qvw,Huaylla Wanca Quechua,Quechuan,,1.641319752,11.7501564,0,,,250000,6731.318484,0
kah,Kara,Unclassified,African-Savannah,,,0,0.666666687,6,4800,6716.893782,0
nyj,Nyanga,Niger-Congo,S-Africa,,,0,0.75,1,150000,6685.957568,0
mej,Meyah,East-Bird’s-Head-Sentani,N-Coast-New-Guinea,1.15171349,7.726891041,0,0.5,10,14800,6645.248249,0
glk,Gilaki,Indo-European,Greater-Mesopotamia,,8.930821419,0,0.5,4,3270000,6572.744526,0
mua,Mundang,Niger-Congo,African-Savannah,,,0,0.464285702,7,235700,6571.221681,0
szg,Sengele,Niger-Congo,S-Africa,,,0,0.875,2,17000,6568.375327,0
ess,Central Siberian Yupik,Eskimo-Aleut,N-Coast-Asia,,,0,1,2,1130,6548.553779,0
tpj,Tapieté,Tupian,SE-South-America,,,0,1,6,2440,6504.156883,0
boa,Bora,Witotoan,NE-South-America,1.500732541,10.85137558,0,1,1,3390,6489.536129,0
mcd,Sharanahua,Panoan,NE-South-America,1.408572674,9.935789108,0,1,3,453,6480.032291,0
xla,Kamula,Trans-New-Guinea,,1.195329428,9.062984467,0,,,800,6453.064394,0
wal,Wolaytta,Afro-Asiatic,Greater-Abyssinia,1.425920367,10.66423035,0.049894433,0.805555582,9,1230000,6444.495278,1
gkp,Guinea Kpelle,Niger-Congo,,1.700584769,8.838554382,0,,,308000,6437.473613,0
kdc,Kutu,Niger-Congo,,1.485063553,9.89708519,0,,,45000,6392.955062,0
mgd,Moru,Nilo-Saharan,African-Savannah,,,0,0.625,8,70000,6374.805367,0
rmb,Rembarunga,Australian,N-Australia,,,0,1,3,69,6346.344351,0
buu,Budu,Niger-Congo,S-Africa,,,0,0.428571433,7,180000,6292.578018,0
kpj,Karajá,Karajá,NE-South-America,1.55995369,10.20873547,0,1,3,3600,6289.650044,0
kbd,Kabardian,North-Caucasian,Greater-Mesopotamia,,,0,1,8,1520000,6282.627141,0
knn,Konkani,Indo-European,Indic,,,,0.75,2,4000000,6282.568704,1
alz,Alur,Nilo-Saharan,,1.665325761,9.095793724,0,,,1367000,6281.354746,0
khw,Khowar,Indo-European,Indic,,,,1,1,223000,6266.254062,1
bkd,Binukid,Austronesian,Oceania,1.343809962,7.770796299,0,,,100000,6239.938771,0
gju,Gujari,Indo-European,Indic,,,0,1,2,990000,6229.709786,0
nih,Nyiha,Niger-Congo,S-Africa,,,0,1,2,662000,6226.775499,0
pah,Tenharim,Tupian,,1.285824537,8.294124603,0,,,790,6196.949211,0
kbr,Kafa,Afro-Asiatic,Greater-Abyssinia,1.369161487,10.51316071,0.052965861,,,570000,6179.418553,0
mzm,Mumuye,Niger-Congo,African-Savannah,1.293092132,7.105955124,0,0.143939391,11,400000,6160.457892,0
cpu,Pichis Ashéninka,Maipurean,,1.463255048,10.97812462,0,,,12000,6158.754651,0
nmz,Nawdm,Niger-Congo,,1.622785449,8.763285637,0,,,146000,6105.896038,0
mwv,Mentawai,Austronesian,Southeast-Asia,1.364616036,9.040518761,0,1,1,58000,6090.053089,0
prx,Purik,Sino-Tibetan,Indic,,,0,0.857142866,7,37700,6083.97086,0
trn,Trinitario,Maipurean,,1.411572576,8.930922508,0,,,5500,6047.348923,0
awn,Awngi,Afro-Asiatic,Greater-Abyssinia,,,0.11637152,0.625,4,500000,5991.906932,0
waw,Waiwai,Cariban,NE-South-America,,,0,0.75,4,3110,5988.455102,0
cfm,Falam Chin,Sino-Tibetan,,1.544196725,8.126812935,0,,,121000,5969.415196,0
mgp,Eastern Magar,Sino-Tibetan,Indic,,,0,0.800000012,5,555000,5965.810924,0
qvh,Huamalíes-Dos de Mayo Huánuco Quechua,Quechuan,,1.408934116,11.05104733,0,0.875,8,72400,5946.332677,0
mgw,Matumbi,Niger-Congo,S-Africa,,,0,0.666666687,6,72000,5944.03124,0
guo,Guayabero,Guajiboan,NE-South-America,1.291420102,9.590481758,0,,,2000,5929.951436,0
hmt,Hamtai,Trans-New-Guinea,Interior-New-Guinea,,,0,0.794444442,15,45000,5928.444013,0
ban,Bali,Austronesian,Southeast-Asia,1.416925788,9.492301941,0,0.5,4,3330000,5888.946126,0
toh,Gitonga,Niger-Congo,,1.479338169,8.553248405,0,,,375000,5868.926995,0
rej,Rejang,Austronesian,Southeast-Asia,,,0,0,1,350000,5860.074831,0
dga,Southern Dagaare,Niger-Congo,African-Savannah,,,0,0.222222224,6,700000,5815.569062,0
xsm,Kasem,Niger-Congo,African-Savannah,1.444167852,7.510649204,0,,,250000,5800.601277,0
lag,Langi,Niger-Congo,S-Africa,,,0,1,2,350000,5762.843216,0
kno,Kono,Niger-Congo,,1.420504451,6.898641586,0.084745765,,,205000,5719.771322,0
yul,Yulu,Nilo-Saharan,African-Savannah,,,0,0.899999976,4.5,7000,5712.417377,0
kkj,Kako,Niger-Congo,,1.402135134,8.043072701,0,,,119460,5707.193994,0
gni,Gooniyandi,Australian,N-Australia,,,0,0.620496869,23,100,5706.873026,0
kky,Guguyimidjir,Australian,N-Australia,,,0,0.5030303,11,740,5706.441628,0
srn,Sranan,Creole,NE-South-America,1.451662421,7.288277149,0.422119051,,,126400,5680.915531,1
qvc,Cajamarca Quechua,Quechuan,Andean,1.3441571,10.75099373,0,,,30000,5659.909206,0
itl,Itelmen,Chukotko-Kamchatkan,N-Coast-Asia,,,0,0.519999981,10,380,5597.347852,0
mpe,Majang,Nilo-Saharan,Greater-Abyssinia,,,0.013237064,0.857142866,7,15300,5571.020545,0
god,Godié,Niger-Congo,African-Savannah,,,0,0.800000012,1,26400,5570.040171,0
dar,Dargwa,North-Caucasian,Greater-Mesopotamia,,,0,0.800000012,5,510000,5566.140047,0
maw,Mampruli,Niger-Congo,African-Savannah,1.550914884,7.862109661,,,,220000,5513.935343,1
pao,Northern Paiute,Uto-Aztecan,Basin-and-Plains,,,0,0.462121218,11,1630,5505.764002,0
kjn,Kunjen,Australian,N-Australia,,,0,1,1,22,5496.892672,0
fon,Fon,Niger-Congo,African-Savannah,1.612937927,7.775791168,,0.200000003,5,1435500,5481.270542,1
tsg,Tausug,Austronesian,Oceania,,,,0.333333343,3,1050000,5462.18159,1
ese,Ese Ejja,Tacanan,NE-South-America,1.200025439,8.668792725,0,0.125,8,1770,5442.817106,0
qxr,Cañar Highland Quichua,Quechuan,,1.281823516,10.85891342,0,,,100000,5439.562584,0
klu,Klao,Niger-Congo,African-Savannah,,,0,0.5,2,213000,5438.182271,0
lwo,Luwo,Nilo-Saharan,African-Savannah,1.566724539,8.695381165,0,1,2,80000,5408.670988,0
igb,Ebira,Niger-Congo,African-Savannah,,,0,0,1,1000000,5401.262024,0
lif,Limbu,Sino-Tibetan,Indic,1.395215034,10.38577271,0.055018589,0.826923072,13,358000,5387.596921,0
gvn,Kuku-Yalanji,Australian,N-Australia,1.279129982,9.592835426,0,0.560606062,11,240,5368.365215,0
mug,Musgu,Afro-Asiatic,African-Savannah,,,0,0.333333343,9,85900,5362.383418,0
mrw,Maranao,Austronesian,Oceania,1.458763957,7.777459621,0,,,776000,5357.106715,0
zro,Záparo,Zaparoan,NE-South-America,,,0,1,5,1,5355.232363,0
snq,Sangu,Niger-Congo,S-Africa,,,0,1,4,20900,5347.409588,0
poy,Pogolo,Niger-Congo,S-Africa,,,0,1,1,185000,5346.553498,0
kgr,Abun,Language-isolate,N-Coast-New-Guinea,,,0,0.075000003,10,3000,5325.690937,0
mqy,Manggarai,Austronesian,Oceania,1.602997303,8.757248878,0,0.166666672,6,500000,5319.209505,0
dig,Digo,Niger-Congo,,1.63584578,10.14355755,0,,,305000,5308.795187,0
kfz,Koromfé,Niger-Congo,African-Savannah,,,0,0.382971019,23,198000,5302.788323,0
srb,Sora,Austro-Asiatic,Indic,,,0,1,4,310000,5262.209833,0
tly,Talysh,Indo-European,Greater-Mesopotamia,,,0,1,1,912000,5259.785233,0
ksb,Shambala,Niger-Congo,S-Africa,,,0,0.857142866,7,664000,5258.395991,0
nia,Nias,Austronesian,Southeast-Asia,1.54041183,8.744138718,0,0.616666675,10,770000,5246.585405,0
sey,Secoya,Tucanoan,NE-South-America,1.46157074,10.07404327,0,1,1,690,5180.513684,0
zrs,Mairasi,Mairasi,N-Coast-New-Guinea,,,0,1,3,3300,5179.401627,0
bdu,Oroko,Niger-Congo,African-Savannah,,,0,1,4,106000,5174.897537,0
ura,Urarina,Language-isolate,NE-South-America,1.198489666,9.674192429,0,0.571428597,7,3000,5152.487273,0
nyy,Nyakyusa-Ngonde,Niger-Congo,,1.570162535,10.74946213,0,,,1105000,5146.583801,0
bdy,Bandjalang,Australian,S-Australia,,,0,0.927083313,5,10,5141.31093,0
bli,Bolia,Niger-Congo,S-Africa,,,0,1,2,100000,5138.853284,0
hui,Huli,Trans-New-Guinea,,1.244438291,9.433835983,0,,,70000,5125.232158,0
arp,Arapaho,Algic,Basin-and-Plains,,9.894446373,0,1,1,1040,5121.22029,0
ywr,Yawuru,Australian,N-Australia,,,0,0.833333313,2,30,5097.895494,0
djk,Aukan,Creole,NE-South-America,1.359787941,7.307779312,0,0.11325758,22,22090,5055.260658,0
srm,Saramaccan,Creole,NE-South-America,1.436049342,7.258929253,0,,,26000,5048.5252,0
sui,Suki,Trans-New-Guinea,S-New-Guinea,,,0,1,4,3510,5039.28669,0
qxo,Southern Conchucos Ancash Quechua,Quechuan,,1.465557575,11.24801159,0,,,250000,5025.159261,0
lgg,Lugbara,Nilo-Saharan,S-Africa,,,0,0.483333319,10,1637000,4983.930328,0
lzz,Laz,Kartvelian,Greater-Mesopotamia,,,0,0.944444418,3,32000,4983.800468,0
ibd,Iwaidja,Australian,N-Australia,,,0,1,2,150,4902.439322,0
sad,Sandawe,Khoisan,S-Africa,,,0,0.625,12,40000,4899.537757,0
lew,Ledo Kaili,Austronesian,Oceania,1.472678185,,,,,234000,4899.492886,1
cgg,Chiga,Niger-Congo,S-Africa,,,0,0.543981493,18,1580000,4884.445009,0
crw,Chrau,Austro-Asiatic,Southeast-Asia,,,0,0.113095239,14,22600,4872.435139,0
sid,Sidamo,Afro-Asiatic,Greater-Abyssinia,,,0.032781564,0.625,8,2900000,4845.467904,0
nst,Tase Naga,Sino-Tibetan,Southeast-Asia,,,0,1,1.5,100400,4818.72303,0
tet,Tetun,Austronesian,Oceania,,,0,0.041666668,6.5,450000,4806.387131,0
dny,Dení,Arauan,NE-South-America,,,0,1,1,750,4800.358926,0
awi,Aekyom,Trans-New-Guinea,Interior-New-Guinea,1.500607491,8.485360146,0,1,2,8000,4790.394801,0
mog,Mongondow,Austronesian,Oceania,1.453205466,8.606232643,0,,,900000,4783.685852,0
kfk,Kinnauri,Sino-Tibetan,Indic,,,0.187265918,0.666666687,6,63800,4770.011297,1
krs,Gbaya,Nilo-Saharan,African-Savannah,,,0.200000003,0.5,8,16000,4761.443935,0
idu,Idoma,Niger-Congo,African-Savannah,,,0,0.25,2,600000,4717.843772,0
alr,Alutor,Chukotko-Kamchatkan,N-Coast-Asia,,,0,0,1,150,4692.404421,0
tay,Atayal,Austronesian,Southeast-Asia,,,0,0.333333343,8,84300,4689.042743,0
ajg,Aja,Niger-Congo,African-Savannah,,,0,0.5,4,512000,4686.819363,0
bck,Bunaba,Australian,N-Australia,,,0,1,3,160,4678.007021,0
lbe,Lak,North-Caucasian,Greater-Mesopotamia,,,0,0.625757575,11,157000,4653.030192,0
mak,Makasar,Austronesian,Oceania,1.421257138,9.579497337,0.158102766,1,1,1600000,4630.520108,0
avu,Avokaya,Nilo-Saharan,African-Savannah,1.402974725,7.681089878,0,0.625,6,65000,4625.127603,0
qvi,Imbabura Highland Quichua,Quechuan,,1.221615553,10.84965134,0,0.662117362,28,300000,4624.558184,0
cjo,Ashéninka Pajonal,Maipurean,Andean,1.381682873,10.64179707,0,,,12000,4620.612111,0
bzj,Belize Kriol English,Creole,,1.581341028,7.789723873,,,,70000,4615.977657,1
gbi,Galela,West-Papuan,Oceania,1.440180898,8.110234261,0,0.25,1,79000,4593.216553,0
krj,Kinaray-A,Austronesian,,1.357180834,8.099934578,0,,,378000,4574.761134,0
sja,Epena,Chocoan,Andean,1.434163094,9.726707458,0,0.567184269,23,3550,4574.244629,0
muh,Mündü,Niger-Congo,African-Savannah,1.293113232,7.418478489,0,,,25800,4573.370124,0
chf,Tabasco Chontal,Mayan,Mesoamerica,1.40826118,8.118961334,0,0.5,10,38000,4566.360691,0
nhe,Eastern Huasteca Nahuatl,Uto-Aztecan,,1.312912226,8.869650841,0,0.625,8,410000,4559.82822,0
jbu,Jukun Takum,Niger-Congo,African-Savannah,1.538992405,8.206611633,0,0.125,8,2451,4554.04222,0
kal,Greenlandic Inuktitut,Eskimo-Aleut,E-North-America,1.687192798,12.97478962,,0.84728837,14,47800,4525.464689,1
gle,Irish Gaelic,Indo-European,Europe,1.684411526,9.10033989,0.856208384,0.384920627,21,260000,4524.676412,1
abk,Abkhaz,North-Caucasian,Greater-Mesopotamia,,,,0.703826547,28,105000,4491.320119,1
oka,Okanagan,Salish,Basin-and-Plains,,,0,1,2,510,4445.583089,0
oss,Osetin,Indo-European,Greater-Mesopotamia,1.741318345,9.999353409,0,0.625,10,615000,4441.475306,0
mtj,Moskona,East-Bird’s-Head-Sentani,N-Coast-New-Guinea,1.224764347,7.64355278,0,,,8000,4421.037469,0
inb,Inga,Quechuan,Andean,1.314529538,10.35988998,0,,,12000,4415.425983,0
led,Lendu,Nilo-Saharan,S-Africa,,,0,0.571428597,7,761100,4377.494184,0
sas,Sasak,Austronesian,,1.332167506,8.431092262,0,,,2100000,4372.811368,0
trp,Kok Borok,Sino-Tibetan,Indic,,,0,0.8125,8,696000,4359.782474,0
slr,Salar,Altaic,Inner-Asia,,,0,1,1,60000,4356.068677,0
dgi,Northern Dagara,Niger-Congo,,1.596734643,7.162857056,0,,,388000,4346.571444,0
pwa,Pawaia,Trans-New-Guinea,Interior-New-Guinea,,,0,0.400000006,5,4000,4339.784348,0
vai,Vai,Niger-Congo,African-Savannah,,,0,0.181818187,11,119500,4331.045445,0
bus,Bokobaru,Niger-Congo,,1.784294248,8.900195122,0,,,30000,4330.027278,0
mcf,Matsés,Panoan,NE-South-America,1.291619182,10.16284847,0,0.333333343,1,2200,4316.624141,0
kpx,Mountain Koiali,Trans-New-Guinea,S-New-Guinea,1.362146378,9.246610641,0,1,7,4000,4312.202112,0
bex,Jur Modo,Nilo-Saharan,African-Savannah,1.45739162,7.882624626,0,0.111111112,9,100000,4303.638162,0
qub,Huallaga Huánuco Quechua,Quechuan,Andean,1.539522529,11.60898018,0,,,40000,4302.984885,0
tbz,Ditammari,Niger-Congo,,1.521953821,9.314101219,0,,,147500,4297.812274,0
stp,Southeastern Tepehuan,Uto-Aztecan,Mesoamerica,1.225315332,8.04417038,0,0.857142866,7,10600,4273.765198,0
myb,Mbay,Nilo-Saharan,African-Savannah,1.755612373,8.843029022,0,0.8125,8,88300,4252.731753,0
mwf,Murrinh-Patha,Australian,N-Australia,,7.832343578,0,0.625,2,1430,4241.105918,0
dug,Duruma,Niger-Congo,,1.591511488,9.950614929,0,,,247000,4222.972837,0
bft,Balti,Sino-Tibetan,Indic,,,0,0.666666687,6,270000,4210.016043,0
mnh,Mono,Niger-Congo,African-Savannah,1.303167462,7.404562473,0,,,65000,4207.024539,0
duu,Drung,Sino-Tibetan,Southeast-Asia,,,0,0.333333343,3,14000,4199.471188,0
kut,Kutenai,Language-isolate,Basin-and-Plains,,,0,0.35727042,28,12,4176.103173,0
cav,Cavineña,Tacanan,NE-South-America,1.298297882,9.436302185,0,0.888888896,3,1180,4164.112663,0
dud,Hun-Saare,Niger-Congo,African-Savannah,,,0,0.142857149,7,73000,4163.612875,0
mjg,Tu,Altaic,Inner-Asia,,,0,0.424242437,11,152000,4163.333695,0
yuf,Havasupai-Walapai-Yavapai,Cochimí-Yuman,Basin-and-Plains,,,0,0.888888896,9,2690,4160.672562,0
mbj,Nadëb,Puinavean,NE-South-America,1.271523833,7.928913593,0,0.333333343,2,300,4132.012809,0
dji,Djinang,Australian,N-Australia,,,0,0.800000012,5,120,4123.70263,0
djd,Djamindjung,Australian,N-Australia,,,0,0.833333313,3,30,4108.712852,0
nwb,Nyabwa,Niger-Congo,,1.458204031,8.650645256,0,,,42700,4082.635246,0
roh,Romansch,Indo-European,Europe,,,,0.333333343,3,35100,4079.926098,1
bvr,Burarra,Australian,N-Australia,1.1046803,8.896809578,0,0.833333313,6,700,4056.718397,0
kwi,Awa-Cuaiquer,Barbacoan,Andean,1.421131134,10.0269928,0,0.609904766,25,22000,4052.277509,0
qvm,Margos-Yarowilca-Lauricocha Quechua,Quechuan,,1.342658043,10.87425709,0,,,83400,4052.233049,0
rkb,Rikbaktsa,Language-isolate,NE-South-America,1.388334632,9.378897667,0,0.666666687,3,910,4029.393904,0
cng,Northern Qiang,Sino-Tibetan,Southeast-Asia,,,0,0.708333313,8,57800,4024.123618,0
ppl,Pipil,Uto-Aztecan,Mesoamerica,,,0.615384638,0.507563055,17,20,4019.895102,0
khr,Kharia,Austro-Asiatic,Indic,,,0,0.333333343,6,292000,4014.295232,0
mni,Meitei,Sino-Tibetan,Southeast-Asia,,,,0.543551564,24,1391000,4013.291481,1
bhw,Biak,Austronesian,N-Coast-New-Guinea,,,0,0.400000006,10,30000,4000.22992,0
tuf,Central Tunebo,Chibchan,NE-South-America,1.405056477,9.419691086,0,,,2500,3964.336878,0
kvg,Kuni-Boazi,Trans-New-Guinea,S-New-Guinea,,,0,0.875,4,4500,3961.896815,0
pbr,Pangwa,Niger-Congo,S-Africa,,,0,1,1,95000,3954.77064,0
tcz,Thado Chin,Sino-Tibetan,Southeast-Asia,1.81651175,11.35505199,0,,,231200,3950.955674,0
bbo,Northern Bobo Madaré,Niger-Congo,African-Savannah,,,0,0.5,2,60000,3942.128595,0
chp,Chipewyan,Eyak-Athabaskan,E-North-America,,,0,0.666666687,6,9030,3916.593284,0
mhy,Ma'anyan,Austronesian,Southeast-Asia,1.448451638,8.542495728,0,,,150000,3915.159667,0
con,Cofán,Language-isolate,Andean,1.411106825,10.12450027,0,,,1700,3911.826575,0
pmj,Southern Pumi,Sino-Tibetan,,,,0,0.714285731,7,19000,3907.940585,0
kot,Lagwan,Afro-Asiatic,African-Savannah,,,0,0.833333313,6,1500,3884.31195,0
mpb,Mullukmulluk,Australian,N-Australia,,,0,0.607142866,7,10,3880.011211,0
jei,Yei,South-Central-Papuan,S-New-Guinea,,,0,0.5,2,2390,3871.892744,0
wdj,Wadjiginy,Australian,N-Australia,,,0,0.5,2.5,12,3866.754413,0
dsh,Daasanach,Afro-Asiatic,Greater-Abyssinia,,,0.003787255,1,2,40100,3853.174595,0
tlb,Tobelo,West-Papuan,Oceania,1.462625265,8.904008865,0,0.685185194,9,27700,3853.002651,0
xer,Xerénte,Jean,NE-South-America,,,0,1,1,1810,3844.787531,0
wwa,Waama,Niger-Congo,African-Savannah,1.5067873,8.042840958,0,,,50000,3815.822586,0
ude,Udihe,Altaic,N-Coast-Asia,,,0,0.484375,8,230,3806.873202,0
sqt,Soqotri,Afro-Asiatic,Greater-Abyssinia,,,0,1,1,57000,3803.38473,0
xom,Komo,Nilo-Saharan,,,,0,0.5,6,11500,3800.513272,0
yli,Angguruk Yali,Trans-New-Guinea,,1.319782734,9.300327301,0,0.25,1,15000,3783.188666,0
mnb,Muna,Austronesian,Oceania,1.525020003,9.953003883,0,0.666666687,12,300000,3780.761842,0
zen,Zenaga,Afro-Asiatic,African-Savannah,,,0,1,2,200,3777.684614,0
csw,Swampy Cree,Algic,,,,0,0.666666687,3,4500,3768.378506,0
kic,Kickapoo,Algic,E-North-America,,,0,0,1,1120,3763.481332,0
bdh,Baka,Nilo-Saharan,African-Savannah,,,0,0.200000003,5,26300,3762.508119,0
jaq,Yaqay,Trans-New-Guinea,S-New-Guinea,,,0,1,2,10000,3732.727142,0
pav,Pakaásnovos,Chapacuran,NE-South-America,,,0,0.268727094,26,1930,3723.421352,0
way,Wayana,Cariban,NE-South-America,1.232482433,9.469415665,0,0,1,750,3722.033269,0
kum,Kumyk,Altaic,Greater-Mesopotamia,1.682921886,10.92395401,0,1,1,422000,3701.008763,0
mxj,Miju-Mishmi,Sino-Tibetan,Indic,,,0,1,2,18200,3693.788923,0
msk,Mansaka,Austronesian,,1.265519023,,0,,,57800,3672.035941,0
wbm,Wa,Austro-Asiatic,,1.315223098,7.698411465,0,,,40000,3658.361233,0
yux,Southern Yukaghir,Yukaghir,N-Coast-Asia,,,0,0.611858964,26,30,3648.991107,0
mjw,Karbi,Sino-Tibetan,Indic,,,0,0.649999976,10,492000,3643.556083,0
